game,note_user
Fallout 3,2.4210526315789473
Fallout 3 - Game of the Year Edition,2.480392156862745
Fallout 3 - Mothership Zeta,5.0
Fallout 3 - Point Lookout,5.0
Fallout 3 - The Pitt,5.0
Fallout 4,3.287425149700599
Fallout New Vegas,2.773519163763066
Fallout New Vegas Courier's Stash,5.0
Fallout New Vegas Dead Money,5.0
Fallout New Vegas Honest Hearts,5.0
Fallout Tactics,2.8461538461538463
Famaze,5.0
Family Guy Back to the Multiverse,5.0
Fancy Skulls,3.5
Fantasy Wars,5.0
Far Cry,2.5384615384615383
Far Cry 2,2.5849056603773586
Far Cry 2 Fortunes Pack,5.0
Far Cry 3,3.149171270718232
Far Cry 3 Blood Dragon,2.877551020408163
Far Cry 4,3.2285714285714286
FarSky,5.0
Farlight Explorers,5.0
Farm Machines Championships 2014,5.0
Farm for your Life,5.0
Farming Giant,5.0
Farming Simulator 15,3.413793103448276
Farming Simulator 15 - ITRunner,5.0
Farming Simulator 2011,2.25
Farming Simulator 2013,2.5625
Farming Simulator 2013 - Modding Tutorials,3.5
Farming World,5.0
Fast & Furious Showdown,5.0
Fat Chicken,5.0
Fate of the World,3.5
Fatty Maze's Adventures,5.0
Fearless Fantasy,3.5
Feeding Frenzy 2 Shipwreck Showdown Deluxe,3.5
Ferrum's Secrets where is grandpa?,5.0
Fester Mudd Curse of the Gold - Episode 1,3.5
Fieldrunners,3.0
Fieldrunners 2,3.0
Fiends of Imprisonment,5.0
Fiesta Online,5.0
Fiesta Online NA,5.0
Fight The Dragon,1.8
Final DOOM,3.0
Final Dusk,3.5
Final Exam,4.25
Final Hours of Titanfall,5.0
Final Slam 2,5.0
Finding Teddy,5.0
Finding Teddy Soundtrack,5.0
Fine Sweeper,5.0
Fingerbones,5.0
Fingered,2.75
Finn and Jake's Epic Quest,5.0
Fire,5.0
Firefall,2.5128205128205128
Firefighters 2014,3.5
Firefly Online Cortex,5.0
Fishing Planet,2.938775510204082
Fist Puncher,5.0
Fist of Jesus,5.0
Fistful of Frags,2.7721518987341773
Five Nights at Freddy's,2.8863636363636362
Five Nights at Freddy's 2,3.217391304347826
Five Nights at Freddy's 3,2.25
Five Nights at Freddy's 4,2.6666666666666665
Flame Over,5.0
Flashback,5.0
Flashout 2,5.0
FlatOut,2.25
FlatOut 2,2.5
FlatOut Ultimate Carnage,4.0
Flatout 3,3.0
Flesh Eaters,5.0
Flight Control HD,3.5
Flight of the Icarus,5.0
Floating Point,2.533333333333333
Flora's Fruit Farm,5.0
Flotilla,5.0
Flower Shop Winter In Fairbrook,3.5
Folk Tale,4.25
Foosball - Street Edition,5.0
FootLOL Epic Fail League,2.3333333333333335
Football Manager 2009,2.525
Football Manager 2010,2.5714285714285716
Football Manager 2011,2.903225806451613
Football Manager 2012,3.037974683544304
Football Manager 2013,2.9711538461538463
Football Manager 2014,2.858974358974359
Football Manager 2015,2.857142857142857
Football Manager 2016,3.2962962962962963
Football Manager 2016 Demo,2.7142857142857144
Football Manager 2016 Touch Mode - Design a Son,5.0
Football Superstars,2.2222222222222223
Football Tactics,5.0
For The Glory,5.0
Ford Racing 3,5.0
Foreign Legion Buckets of Blood,1.8
Foreign Legion Multi Massacre,5.0
Foresight,5.0
Forge,2.526315789473684
Fork Parker's Holiday Profit Hike,3.5
Formula Fusion,5.0
Forsaken Uprising,5.0
Forsaken World ,1.8
Fort Defense,5.0
Fortix,2.75
Fortix 2,5.0
Fortress Forever,5.0
FortressCraft Evolved,1.75
FortressCraft Evolved Multiplayer,5.0
Fortune Summoners Secret of the Elemental Stone,5.0
Foul Play,3.5
Fox & Flock,5.0
Fractal Make Blooms Not War,5.0
Fractured Space,2.7037037037037037
Franchise Hockey Manager 2,5.0
Franchise Hockey Manager 2014,4.0
Frankenstein Master of Death,2.6
Freaking Meatbags,5.0
Freddi Fish 2 The Case of the Haunted Schoolhouse,5.0
Freddi Fish 3 The Case of the Stolen Conch Shell,5.0
Freddi Fish 4 The Case of the Hogfish Rustlers of Briny Gulch,5.0
Freddi Fish 5 The Case of the Creature of Coral Cove,5.0
Freddi Fish and Luther's Maze Madness,5.0
Freddi Fish and Luther's Water Worries,5.0
Freddi Fish and The Case of the Missing Kelp Seeds,5.0
Frederic Evil Strikes Back,5.0
Frederic Resurrection of Music,5.0
Free to Play,3.212121212121212
FreeStyle2 Street Basketball,2.5714285714285716
Freedom Fall,3.5
Freedom Force,2.3333333333333335
Freedom Force vs. the 3rd Reich,5.0
Freedom Planet,3.2
Freedom Planet - Official Soundtrack,5.0
Freight Tycoon Inc.,5.0
Freshman Year,5.0
Fritz Chess 14,5.0
From Dust,2.78125
From The Depths,5.0
Front Mission Evolved,2.7142857142857144
Frontline Tactics,1.8333333333333333
Frontline Tactics - Close Quater Combat Soldier,5.0
Frontline Tactics - Desert Camouflage,5.0
Frontline Tactics - Golden Guns,5.0
Frontline Tactics - Medic Soldier Pack,5.0
Frontline Tactics - Ninja Camouflage,5.0
Frontline Tactics - Sniper,5.0
Frontline Tactics - Snow Camouflage ,5.0
Frontline Tactics - Tiger Camouflage,5.0
Frontline Tactics - Woodland Camouflage,5.0
Frontlines Fuel of War,3.5
Frozen Free Fall Snowball Fight,3.5
Frozen Hearth,3.875
Frozen Synapse,2.730769230769231
Frozen Synapse Prime,3.5
Full Bore,5.0
Full Mojo Rampage,2.8
Full Spectrum Warrior,3.5
Full Spectrum Warrior Ten Hammers,3.5
Funk of Titans,5.0
Fuse,2.7142857142857144
Future Wars,5.0
GALAK-Z,3.5
GASP,5.0
GAUGE,5.0
GEARCRACK Arena,3.5
GRAV,2.8
GRID,2.5714285714285716
GRID 2,2.9649122807017543
GRID 2 GTR Racing Pack,5.0
GRID Autosport,2.8275862068965516
GT Legends,5.0
GT Power Expansion,5.0
GTA SA German Mac,5.0
GTR 2 - FIA GT Racing Game,5.0
GTR Evolution,4.0
GUILTY GEAR XX ACCENT CORE PLUS R,5.0
GUILTY GEAR Xrd -SIGN-,4.0
GUN,5.0
Galactic Arms Race,5.0
Galactic Civilizations I Ultimate Edition,3.0
Galactic Civilizations II Ultimate Edition,2.8333333333333335
Galactic Civilizations III,2.533333333333333
Galactic Civilizations III - Map Pack DLC,5.0
Galactic Civilizations III - Mega Events DLC,5.0
Galactic Civilizations III - Precursor Worlds DLC,5.0
Galactic Civilizations III - Revenge of the Snathi DLC,5.0
Galactic Civilizations III - Ship Designer's Toolbox DLC,5.0
Galactic Civilizations III Soundtrack,5.0
Galaxy on Fire 2 Full HD,2.5833333333333335
Galcon 2,2.625
Galcon Fusion,1.75
Galcon Legends,4.25
Game Character Hub,3.5
Game Dev Tycoon,3.2253521126760565
Game Tycoon 1.5,5.0
Game of Thrones ,3.0625
Game of Thrones - A Telltale Games Series,3.8
GameGuru,4.25
GameGuru - Buildings Pack,5.0
GameLoading Rise of the Indies,5.0
GameMaker Studio,2.5384615384615383
GameMaker Studio Android,5.0
GameMaker Studio HTML5,5.0
GameMaker Studio Professional,5.0
GameMaker Studio Standard,5.0
GameMaker Studio Ubuntu Export,5.0
GameMaker Studio Windows Phone 8,5.0
GameMaker Studio YoYo Compiler,5.0
GameMaker Studio iOS,5.0
GamersGoMakers,5.0
Games of Glory,5.0
Gang Beasts,2.888888888888889
Gaokao.Love.100Days,3.5
Garden Rescue,5.0
Gare Sapphire Mechs,5.0
Garry's Mod,2.5435435435435436
Garshasp Temple of the Dragon,5.0
Garshasp The Monster Slayer,5.0
Gary Grigsby's War in the East,5.0
Gas Guzzlers Extreme,2.3333333333333335
Gateways,5.0
Gauntlet ,2.9393939393939394
Gear Up,2.7777777777777777
GemCraft - Chasing Shadows,5.0
Gemini Rue,3.0
Gemini Wars,3.5
Gems of War,2.7142857142857144
Geneforge 1,5.0
Geneforge 2,5.0
Geneforge 3,5.0
Geneforge 4,5.0
Geneforge 5,5.0
Genesis Online,2.8461538461538463
Genesis Rising,3.0
Geometry Dash,2.4166666666666665
Geometry Wars 3 Dimensions Evolved,5.0
Geometry Wars Retro Evolved,2.4
GestureWorks Gameplay,5.0
Get Off My Lawn!,2.3333333333333335
Gettysburg Armored Warfare,5.0
Ghost Encounters Deadwood - Collector's Edition,5.0
Ghost Master,3.142857142857143
Ghost Pirates of Vooju Island,5.0
Ghost in the Shell Stand Alone Complex First Assault Online,3.5
Ghostbusters Sanctum of Slime,5.0
Ghostbusters The Video Game,3.272727272727273
Giana Sisters Twisted Dreams,2.1904761904761907
Giana Sisters Twisted Dreams - Rise of the Owlverlord,5.0
Gigantic Army,5.0
Gimbal,5.0
Gish,3.3846153846153846
Glacier 3 The Meltdown,5.0
Gladiators Online - Tiro Pack,5.0
Gladiators Online Death Before Dishonor,3.8
Glare,5.0
Glass Wing,5.0
Global Agenda,3.1333333333333333
Global Agenda - Beta,5.0
Global Ops Commando Libya,5.0
Glorkian Warrior The Trials Of Glork,5.0
Glowfish,5.0
Gnomoria,2.4545454545454546
Go! Go! Nippon! ~My First Trip to Japan~,3.8
GoD Factory Wingmen,3.5
Goat Simulator,2.5615384615384613
Goats on a Bridge,5.0
God Mode,3.6153846153846154
Gods Will Be Watching,3.5
Godus,2.2666666666666666
Gold Package,5.0
Gold Rush! Anniversary,5.0
Gold Rush! Classic,5.0
Golden Rush,2.7142857142857144
Gomo,4.0
Gone Home,3.75
GooCubelets,3.2
GooCubelets 2,5.0
Good Friends Character Pack,5.0
Good Ol Times,5.0
Goodbye Deponia,4.142857142857143
Gorky 17,5.0
Gotham City Impostors,3.3846153846153846
Gotham City Impostors Free To Play,2.573529411764706
Gothic,3.0
Gothic 3,3.8
Gothic 3 Forsaken Gods Enhanced Edition,3.5
Gothic II Gold Edition,2.2857142857142856
Governor of Poker 2,5.0
Governor of Poker 2 Premium Edition,5.0
Grand Ages Medieval,3.0
Grand Ages Rome,4.0
Grand Chase,4.142857142857143
Grand Class Melee 2,5.0
Grand Theft Auto,2.8
Grand Theft Auto 2,1.8333333333333333
Grand Theft Auto Episodes from Liberty City,2.8513513513513513
Grand Theft Auto III,2.411764705882353
Grand Theft Auto IV,2.7964601769911503
Grand Theft Auto San Andreas,2.593220338983051
Grand Theft Auto V,2.966542750929368
Grand Theft Auto Vice City,2.6956521739130435
Grandia II Anniversary Edition,5.0
Grapple,5.0
Grass Simulator,5.0
Gratuitous Space Battles,3.0526315789473686
Gratuitous Tank Battles,5.0
Gravi,5.0
Gravilon,2.3333333333333335
Gravity Badgers,5.0
Gravity Core - Braintwisting Space Odyssey,5.0
Gravity Ghost,5.0
Gray Matter,3.5
Great Permutator,5.0
Greed Black Border,5.0
Greed Corp,2.9166666666666665
Grey Goo,3.75
Grey Goo - Emergence Campaign,5.0
Grey Goo - Soundtrack,5.0
Grey's Anatomy The Video Game,5.0
Greyfox,2.75
GridRunner Revolution,5.0
Grim Dawn,2.8461538461538463
Grim Fandango Remastered,3.3846153846153846
Grim Legends 2 Song of the Dark Swan,5.0
Grim Legends The Forsaken Bride,4.4
Grimind,3.0
Grimm,2.8461538461538463
Grimoire Manastorm,4.142857142857143
Grotesque Tactics 2 - Dungeons and Donuts,5.0
Grotesque Tactics Evil Heroes,3.8
Grotesque Tactics Evil Heroes - Dev,5.0
Grow Home,2.6666666666666665
Grow Home Soundtrack DLC,5.0
Growing Pains,5.0
Guacamelee! Gold Edition,2.838709677419355
Guacamelee! Super Turbo Championship Edition,5.0
Guardians of Graxia,5.0
Guardians of Middle-earth,2.5
Guardians of Orion,5.0
Guild Commander,5.0
Guild Wars,2.25
Guild Wars Game of the Year,3.5
Guild Wars Nightfall,5.0
Guild Wars Trilogy,5.0
Guild of Dungeoneering,4.0
Guilty Gear Isuka,5.0
Guilty Gear X2 #Reload,3.5
Gumboy Crazy Adventures,3.5
Gumboy Crazy Features,2.75
Gumboy Tournament,5.0
Gun Metal,3.5
Gun Monkeys,3.586206896551724
GunWorld,5.0
GunZ 2 The Second Duel,2.6666666666666665
Guncraft,1.8
GundeadliGne,5.0
Gundemonium Recollection,5.0
Gunman Clive,3.0
Gunman Clive 2,5.0
Gunpoint,3.473684210526316
Guns and Robots,2.3333333333333335
Guns of Icarus Online,3.0294117647058822
Guns'N'Zombies,3.0
Guns'N'Zombies N'Aliens,5.0
Gunscape,1.8571428571428572
Gunship!,5.0
Gunslugs 2,5.0
Gunspell Steam Edition,5.0
Gurumin A Monstrous Adventure,3.5
Gyromancer,5.0
H1Z1,2.5547445255474455
H1Z1 Test Server,1.8888888888888888
HAWKEN,2.390909090909091
HAWKEN - Mercenary Bundle,5.0
HELLDIVERS,4.0
HIS (Heroes In the Sky),2.1818181818181817
HIT,3.8
HOARD,3.2857142857142856
HOMEFRONT Demo,5.0
Habitat,5.0
Hack 'n' Slash,1.75
"Hack, Slash, Loot",3.5
Hacker Evolution,2.8461538461538463
Hacker Evolution - Untold,3.8
Hacker Evolution Duality,5.0
Hacknet,3.5
Haegemonia Legions of Iron,5.0
Haegemonia The Solon Heritage,5.0
Half Minute Hero Super Mega Neo Climax Ultimate Boy,2.7142857142857144
Half Minute Hero The Second Coming,5.0
Half-Life,2.6982758620689653
Half-Life 2,3.098314606741573
Half-Life 2 Deathmatch,2.1616161616161618
Half-Life 2 Episode One,3.2905405405405403
Half-Life 2 Episode Two,3.4113475177304964
Half-Life 2 Lost Coast,3.0508474576271185
Half-Life 2 Update,2.5555555555555554
Half-Life Blue Shift,3.239130434782609
Half-Life Deathmatch Source,2.7142857142857144
Half-Life Opposing Force,3.4047619047619047
Half-Life Source,3.27027027027027
Halfway,5.0
Halo Spartan Assault,2.8461538461538463
Halo Spartan Strike,5.0
Hamilton's Great Adventure,3.5
"Hamlet or the last game without MMORPG features, shaders and product placement",5.0
Hammer Heads Deluxe,5.0
Hammerfight,1.8571428571428572
Hammerwatch,2.68
Hand Of Fate,3.2
Happy Wars,2.5090909090909093
Happy Wars - Evil Warrior Set,5.0
Hard Reset,2.933333333333333
Hard Reset Exile DLC,5.0
Hard Truck Apocalypse / Ex Machina,5.0
Hard Truck Apocalypse Rise Of Clans / Ex Machina Meridian 113,3.5
Hardland,5.0
Hare In The Hat,5.0
Harvest Massive Encounter,3.0
Harvester,5.0
HassleHeart,5.0
Hate Plus,5.0
Hatland Adventures,5.0
Hatoful Boyfriend,3.2857142857142856
Hatred,2.2857142857142856
Haunt the House Terrortown,5.0
Haunted,5.0
Haunted House,5.0
Haunted Memories,2.772727272727273
Hazard Ops,2.5
HeXen Beyond Heretic,5.0
HeXen Deathkings of the Dark Citadel,5.0
HeXen II,3.0
Headcrab Frenzy!,5.0
Hearthlands,5.0
Hearts of Iron II Complete,3.0
Hearts of Iron III,2.5238095238095237
Hearts of Iron III German II Sprite Pack,5.0
Heavy Bullets,3.5
Heavy Fire Afghanistan,4.0
Heavy Weapon Deluxe,5.0
Hector Ep 1,3.5
Hector Ep 2,5.0
Hector Ep 3,5.0
Hegemony Gold Wars of Ancient Greece,3.5
Hegemony III Clash of the Ancients,5.0
Hegemony Philip of Macedon,5.0
Hegemony Rome The Rise of Caesar,5.0
Heli Heroes,5.0
Helicopter Simulator 2014 Search and Rescue,3.5
Hell Yeah!,3.5
Helldorado,5.0
Hello Kitty and Sanrio Friends Racing,5.0
Her Story,3.8
Heretic Shadow of the Serpent Riders,4.0
Hero Academy,1.8
Hero Siege,2.814814814814815
Hero Siege - The Depths of Hell,5.0
Hero Siege - The Depths of Hell (Collector's Edition),5.0
Hero Siege - The Karp of Doom,5.0
Hero Siege - The Karp of Doom (Digital Collector's Edition),5.0
Hero of Many,5.0
Hero of the Kingdom,3.0
Heroes & Generals,2.4238805970149255
Heroes Never Lose Professor Puzzler's Perplexing Ploy,5.0
Heroes Over Europe,5.0
Heroes and Titans Online,5.0
Heroes of Annihilated Empires,5.0
Heroes of Hellas 3 Athens,3.5
Heroes of Might & Magic III - HD Edition,1.875
Heroes of Might & Magic V,2.6666666666666665
Heroes of Might & Magic V Hammers of Fate,3.5
Heroes of Might & Magic V Tribes of the East,1.8
Heroes of Scene,1.8
Heroes of SoulCraft,3.0
Heroes of a Broken Land,5.0
Heroine's Quest The Herald of Ragnarok,5.0
Hexcells,5.0
Hidden Object Bundle 4 in 1,5.0
Hidden Object Bundle 5 in 1,5.0
High Roller,5.0
Higurashi When They Cry - Ch.1 Onikakushi,5.0
Hinterland,5.0
Hitman 2 Silent Assassin,3.0
Hitman Absolution,3.091549295774648
Hitman Blood Money,2.8260869565217392
Hitman Codename 47,2.066666666666667
Hitman Contracts,5.0
Hitman Sniper Challenge,2.0
Hitogata Happa,5.0
Hocus Pocus,5.0
Hollywood Visionary,5.0
Holy Avatar vs. Maidens of the Dead,5.0
Holy Potatoes! A Weapon Shop?!,4.25
Home,3.6666666666666665
Homebrew - Vehicle Sandbox,5.0
Homefront,3.0
Homeworld Remastered Collection,2.7941176470588234
Hook,5.0
Horizon,3.5
Horizon Shift,5.0
Hospital Tycoon,3.8
Hostile Waters Antaeus Rising,4.0
Hotel Collectors Edition,5.0
Hotel Dash,5.0
Hotel Giant 2,5.0
Hotline Miami,3.095744680851064
Hotline Miami 2 Wrong Number,2.9444444444444446
Hotline Miami 2 Wrong Number Digital Comic,5.0
"House of 1,000 Doors - Family Secrets",5.0
House of 1000 Doors The Palm of Zoroaster Collector's Edition,5.0
How To Survive Third Person,3.5
How to Survive,2.892857142857143
Humanity Asset,5.0
HuniePop,3.3
HuniePop Official Digital Art Collection,5.0
HuniePop Original Soundtrack,5.0
Hunted The Demon's Forge,3.0
Hunters Of The Dead,5.0
Hunting Unlimited 2010,3.5
Huntsman - The Orphanage Halloween Edition,5.0
Hurtworld,3.6666666666666665
Hydrophobia Prophecy,2.4166666666666665
Hylics,3.5
Hyper Fighters,5.0
Hyperdimension Neptunia Re;Birth1,3.2222222222222223
Hyperdimension Neptunia Re;Birth2 Sisters Generation,5.0
Hyperdimension Neptunia Re;Birth3 V Generation,5.0
I Am Alive,1.8888888888888888
I Am Vegend,5.0
"I Have No Mouth, and I Must Scream",1.75
I am Bread,2.727272727272727
"I, Zombie",3.5
I-Fluid,5.0
IL-2 Sturmovik 1946,3.2222222222222223
IL-2 Sturmovik Battle of Stalingrad,3.5
IL-2 Sturmovik Cliffs of Dover,2.3846153846153846
INK,5.0
INK - Soundtrack + Art,5.0
Ice Age Continental Drift Arctic Games,5.0
Icewind Dale Enhanced Edition,3.5
Ichi,3.5
Iesabel,5.0
If My Heart Had Wings,3.5
Iggle Pop! Deluxe,5.0
Ignite,3.5
Ihf Handball Challenge 12,5.0
Ikaruga,3.5
Imagine Earth,5.0
Imagine Me,5.0
Immortal Empire,3.5
Immune,5.0
Imperial Glory,5.0
Imperium Romanum Gold Edition,1.75
Impire,2.75
Impossible Creatures,4.0
In Between,5.0
In Between - Soundtrack,5.0
In Exilium,5.0
In Search of the Most Dangerous Town on the Internet,5.0
InFlux,5.0
InMind VR,5.0
Incognito,5.0
Incoming Forces,5.0
Incredipede,3.5
Indiana Jones and the Fate of Atlantis,2.8333333333333335
Indiana Jones and the Last Crusade,4.0
Indie Game The Movie,3.7142857142857144
Indigo Prophecy,5.0
Industry Giant 2,5.0
Infect and Destroy,5.0
Infected The Twin Vaccine - Collector's Edition,5.0
Infernal,5.0
Infestation Survivor Stories,2.4477611940298507
Infested Planet,4.0
Infinifactory,3.5
Infinite Crisis,2.4864864864864864
Infinite Space III Sea of Stars,5.0
Infinity Wars - Animated Trading Card Game,2.533333333333333
Influent,3.5
Influent DLC -  [Learn Japanese],5.0
Influent DLC - English [Learn English],5.0
Influent DLC - Franais [Learn French],5.0
Influent DLC - Svenska [Learn Swedish],5.0
Injustice Gods Among Us Ultimate Edition,2.765957446808511
Inquisitor,5.0
Insane 2,5.0
Insanely Twisted Shadow Planet,3.875
Insaniquarium! Deluxe,3.5
Insanity's Blade,5.0
Insecticide Part 1,5.0
Inside The Gear,5.0
Inside a Star-filled Sky ,5.0
Insurgency,2.5753424657534247
Insurgency Modern Infantry Combat,2.5970149253731343
Intake,5.0
Intergalactic Bubbles,4.0
International Snooker,5.0
Interplanetary,3.0
Interstellar Marines,1.8
Into The War,5.0
Into the Dark,5.0
Introduction to 3D Prop Modeling and Design - Viking Armor and Weapons,5.0
Intrusion 2,2.8
Invisible Apartment,5.0
"Invisible, Inc.",3.6666666666666665
Ion Assault,5.0
Ionball 2  Ionstorm,4.4
Iron Brigade,3.5
Iron Fisticle,5.0
Iron Front  D-Day DLC,5.0
Iron Grip Warlord,3.0
Iron Sky Invasion,5.0
Iron Soul,5.0
Iron Warriors T-72 Tank Command,5.0
Ironcast,5.0
Ironclad Tactics,4.0
Ironclads American Civil War,5.0
Ironclads Anglo Russian War 1866,5.0
Ironclads Chincha Islands War 1866,5.0
Ironclads High Seas,5.0
Ironclads Schleswig War 1864,5.0
Isaac the Adventurer,5.0
Island Flight Simulator,5.0
"It came from space, and ate our brains",5.0
Ittle Dew,5.0
Jack - Hunter (Trapper Class),5.0
Jack Keane,5.0
Jack Keane 2 - The Fire Within,5.0
Jack Lumber,4.0
Jack Orlando Director's Cut,5.0
Jacob Jones and the Bigfoot Mystery  Episode 2,5.0
Jade Empire Special Edition,3.5
Jagged Alliance - Back in Action,2.4
Jagged Alliance 2 - Wildfire ,3.5
Jagged Alliance 2 Gold Pack,5.0
Jagged Alliance 2 Gold Unfinished Business,5.0
Jagged Alliance Crossfire,5.0
Jagged Alliance Flashback,3.5
Jagged Alliance Gold,5.0
Jagged Alliance Online - Steam Edition,3.5
Jagged Alliance Online Raven Pack,5.0
James Bond Blood Stone,5.0
Jamestown,3.4545454545454546
Jamsouls,5.0
Jane's Advanced Strike Fighters,5.0
Jazzpunk,3.875
Jet Car Stunts,5.0
Jet Gunner,3.8
Jet Racing Extreme,5.0
Jet Set Radio,4.0
Jets'n'Guns Gold,3.5
Jigoku Kisetsukan Sense of the Seasons,2.3333333333333335
Joe Danger,4.0
Joe Danger 2 The Movie,2.6153846153846154
Joe Dever's Lone Wolf HD Remastered,5.0
Jolly Rover,3.0
Journey Of The Light,3.5
Journey of a Roach,3.5
Judge Dredd Dredd vs Death,5.0
Juiced 2 Hot Import Nights,5.0
Jump/Boxer,5.0
Jumpdrive,5.0
Jurassic Park The Game,1.75
Just Cause,2.9166666666666665
Just Cause 2,2.5268817204301075
Just Cause 2 Multiplayer Mod,2.895348837209302
Just Cause 3,3.1333333333333333
Just Get Through,5.0
KAMI,3.5
KAMUI,5.0
KHOLAT,3.5
KWAAN,5.0
Kairo,3.0
Kane & Lynch 2 Dog Days,3.0
Kane & Lynch Dead Men,4.25
Kanji Training Game,5.0
Kaptain Brawe,5.0
Karate Master 2 Knock Down Blow,5.0
Karateka ,5.0
Karmaflow The Rock Opera Videogame,5.0
Karos,5.0
Karos Returns,3.5
Keen Dreams,5.0
Keep Talking and Nobody Explodes,4.0
Kenshi,1.75
Kentucky Route Zero,3.7142857142857144
Kerbal Space Program,2.6777777777777776
Khet 2.0,5.0
KickBeat Steam Edition,2.3333333333333335
Kidnapped,3.5
Kill Fun Yeah,5.0
Kill The Bad Guy,5.0
Killer is Dead,3.2
Killing Floor,2.445026178010471
Killing Floor - Toy Master,5.0
Killing Floor 2,2.5625
Killing Floor Beta,5.0
Killing Floor Mod Defence Alliance 2,2.4642857142857144
Killing Floor Uncovered,5.0
Kinetic Void,4.0
King Arthur - The Role-playing Wargame,2.7857142857142856
King Arthur Collection,1.8571428571428572
King Arthur II - The Role-playing Wargame,2.076923076923077
King Arthur The Druids,5.0
King Arthur The Saxons,5.0
King Arthur's Gold,3.25
King of Dragon Pass,5.0
King's Bounty Armored Princess,1.75
King's Bounty Crossworlds,1.75
King's Bounty Dark Side,5.0
King's Bounty Legions | Beast Master Pack,5.0
King's Bounty The Legend,2.888888888888889
King's Bounty Warriors of the North,2.7142857142857144
King's Bounty Warriors of the North - Ice and Fire DLC,5.0
King's Quest,4.0
King's Quest Collection,5.0
Kingdom,4.25
Kingdom Elemental,5.0
Kingdom Rush,1.8888888888888888
Kingdom Tales,5.0
Kingdom Tales 2,5.0
Kingdom Wars,2.3043478260869565
Kingdom Wars 2 Battles,5.0
Kingdoms,5.0
Kingdoms CCG,3.0
Kingdoms Rise,3.5
Kingdoms of Amalur Reckoning,2.577777777777778
Kings Bounty Legions,1.8333333333333333
Kings of Kung Fu,5.0
Knight of the Hamsters,5.0
KnightShift,1.8
Knightmare Tower,5.0
Knights and Merchants,2.611111111111111
Knights of Honor,2.3333333333333335
Knights of Pen and Paper +1,3.75
Knights of Pen and Paper 2,5.0
Knock-knock,3.0
Knytt Underground,5.0
Kohan II Kings of War,5.0
Kohan Immortal Sovereigns,5.0
Korwin The Game,5.0
Koya Rift,5.0
Krater,2.6666666666666665
Kraven Manor,5.0
Kromaia,5.0
Krosmaster Arena,1.75
Ku Shroud of the Morrigan,5.0
Kung Fu Strike The Warrior's Rise,3.2
Kung Fury,3.7142857142857144
Kung Fury Street Rage,3.5
Kuros,5.0
Kyn,5.0
L.A. Noire,3.013888888888889
LA Cops,5.0
LEGO Batman 2,4.25
LEGO Batman 3 Beyond Gotham,3.2
LEGO Batman The Videogame,1.8333333333333333
LEGO Harry Potter Years 5-7,4.25
LEGO Indiana Jones The Original Adventures,5.0
LEGO Jurassic World,3.7142857142857144
LEGO MARVEL Super Heroes,2.6666666666666665
LEGO Pirates of the Caribbean The Video Game,5.0
LEGO The Hobbit,2.4545454545454546
LEGO The Lord of the Rings,2.8666666666666667
LEGO Worlds,2.7857142857142856
LEVEL 22,5.0
LIGHTNING RETURNS FINAL FANTASY XIII,2.4
LIMBO,3.488095238095238
LISA,3.5
LISA Soundtrack + Art Collection,5.0
LISA the Joyful,5.0
LUDWIG,5.0
LUFTRAUSERS,2.8
LYNE,3.0
La Tale,2.526315789473684
La-Mulana,2.4
Labyrinthine Dreams,5.0
Labyronia RPG,4.0
Labyronia RPG 2,5.0
Lakeview Cabin Collection,3.5
Lambda Wars Beta,3.0
Lamia Must Die,5.0
Landmark,1.8
Lara Croft and the Guardian of Light,3.1153846153846154
Lara Croft and the Temple of Osiris,3.5
Larva Mortus,5.0
Last Dream,5.0
Last Inua,5.0
Last Knight Rogue Rider Edition,5.0
Last Word,5.0
Law & Order Legacies,5.0
Layers of Fear,5.0
Lead and Gold - Gangs of the Wild West,2.9166666666666665
Leadwerks Game Launcher,5.0
Left 4 Dead,2.4313725490196076
Left 4 Dead 2,2.540574282147316
Left in the Dark No One on Board,5.0
Legacy of Kain Defiance,5.0
Legacy of Kain Soul Reaver,3.0
Legacy of Kain Soul Reaver 2,5.0
Legend of Dungeon,4.0
Legend of Dungeon Masters,3.0
Legend of Fae,5.0
Legend of Grimrock,3.257142857142857
Legend of Grimrock 2,1.8571428571428572
Legend of Mysteria,5.0
Legendary,2.8
Legends of Aethereus,5.0
Legends of Eisenwald,3.5
Legends of Pegasus,4.0
Legends of Persia,5.0
Legions of Ashworld,5.0
Legionwood 2 Rise of the Eternal's Realm,5.0
Lego Harry Potter,3.3076923076923075
Lego Indiana Jones 2,5.0
Lego Star Wars 3 The Clone Wars,5.0
Lego Star Wars Saga,2.2857142857142856
Lennox - Hunter (Assault Class),5.0
Leo's Fortune,5.0
Let the Cat In,5.0
Lethal League,3.25
Lethis - Path of Progress,5.0
Letter Quest Grimm's Journey,5.0
Letter Quest Grimm's Journey Remastered,5.0
Leviathan The Last Day of the Decade,5.0
Leviathan Warships,2.5555555555555554
Leviathan Warships Commonwealth Unit Pack,5.0
Lexica,5.0
Lichdom Battlemage,3.6363636363636362
Life Is Strange,3.5526315789473686
Life is Feudal Your Own,3.076923076923077
Life is Hard,5.0
Life of Pixel,5.0
Lifeless Planet,1.8
Lifetime Access to Online Services for rFactor 2,5.0
Light,5.0
Light of Altair,3.5
Lightfish,5.0
Lili Child of Geos,5.0
