game,note_user
Chariot,5.0
Chaser,3.5
Chernobyl Commando,5.0
Cherry Tree High Comedy Club,5.0
Cherry Tree High I! My! Girls!,5.0
Chessmaster,5.0
Chicken Shoot 2,5.0
Chicken Shoot Gold,5.0
Child of Light,3.772727272727273
Children of the Nile,5.0
Children of the Nile Alexandria,5.0
Chime,3.7142857142857144
Chip,4.142857142857143
Chip's Challenge 2,5.0
Chivalry Medieval Warfare,2.5958549222797926
Chocolatier Decadence by Design,5.0
Choice Chamber,5.0
Choice of Robots,5.0
Choice of the Deathless,5.0
Chompy Chomp Chomp,5.0
Choplifter HD,5.0
Chris Sawyer's Locomotion,5.0
Chroma Squad,3.5
Chrome,5.0
Chrome Specforce,5.0
Chronicles of Mystery The Scorpio Ritual,5.0
Chronicles of a Dark Lord Episode 1 Tides of Fate Complete,3.5
Chronology,5.0
Chucks Challenge 3D,5.0
Chunk of Change Knight,5.0
Chuzzle Deluxe,5.0
Cinders,5.0
Circuits,5.0
Citadels,5.0
Cities Skylines,3.0956521739130434
Cities XL,3.5
Cities XL - Limited Edition,5.0
Cities XL 2011,2.2857142857142856
Cities XL 2012,2.1818181818181817
Cities XL Platinum,2.933333333333333
Cities XXL,2.75
Cities in Motion,3.0
Cities in Motion 2,3.210526315789474
Cities in Motion 2 Marvellous Monorails,5.0
Citizens of Earth,5.0
City Life 2008,5.0
City of Heroes,5.0
City of Steam Arkadia,2.4
CivCity Rome,5.0
Civil War II,5.0
Claire,5.0
Claire - Soundtrack,5.0
Clans,5.0
Clash of Puppets,5.0
Clergy Splode,5.0
Clicker Heroes,2.423611111111111
Clickr,5.0
Clickteam Fusion 2.5,5.0
Clive Barker's Jericho,3.5
Clockwork Empires,5.0
Clockwork Tales Of Glass and Ink,5.0
Cloning Clyde,5.0
Close Combat - Gateway to Caen,5.0
Close Your Eyes,5.0
Closure,2.2857142857142856
Cloud Chamber,5.0
Cloudberry Kingdom,5.0
Cloudbuilt,3.5
Cloudy with a Chance of Meatballs,5.0
Clown House (Palyao Evi),4.142857142857143
Clutch,5.0
Cobi Treasure Deluxe,3.5
Codename CURE,2.4705882352941178
Codename Gordon,2.727272727272727
Codename Panzers - Cold War,3.5
Coffin Dodgers,4.25
Cognition - Original Soundtrack Vol 1,5.0
Cognition An Erica Reed Thriller,5.0
Cogs,2.64
Coil,5.0
Coin Crypt,4.0
Coldfire Keep,5.0
Colin McRae Rally,3.5
Collapse,5.0
Collisions,5.0
Colonial Conquest,5.0
Color Symphony,5.0
ComaMortuary,3.5
Comanche 4,5.0
Combat Arms,2.5555555555555554
Combat Monsters,5.0
Combat Wings Battle of Britain,4.0
Comedy Quest,5.0
Command HQ,5.0
Command and Conquer 3 Kane's Wrath,3.5
Command and Conquer 3 Tiberium Wars,2.888888888888889
Command and Conquer 4 Tiberian Twilight,2.5789473684210527
Command and Conquer Red Alert 3,3.1153846153846154
Command and Conquer Red Alert 3 - Uprising,2.3333333333333335
Commander Conquest of the Americas,1.8
Commander Conquest of the Americas - Pirate Treasure Chest,5.0
Commander Conquest of the Americas Gold,3.5
Commander Keen Complete Pack,4.25
Commando Jack,4.0
Commandos 2 Men of Courage,2.1818181818181817
Commandos 3 Destination Berlin,3.5
Commandos Behind Enemy Lines,2.3333333333333335
Commandos Beyond the Call of Duty,5.0
Community College Hero Trial by Fire,5.0
Company of Heroes,2.9193548387096775
Company of Heroes (New Steam Version),2.7777777777777777
Company of Heroes 2,2.9885057471264367
Company of Heroes 2 - Ardennes Assault,5.0
Company of Heroes 2 - The British Forces,5.0
Company of Heroes Europe at War,3.5
Company of Heroes Opposing Fronts,2.56
Company of Heroes Tales of Valor,2.1515151515151514
Company of Heroes The Great War 1918,5.0
Concursion,5.0
Condemned Criminal Origins,5.0
Conflicks - Revolutionary Space Battles Demo,5.0
Conflict Denied Ops,5.0
Confrontation,3.5
Coniclysm,5.0
Conquest of Champions,5.0
Consortium Soundtrack and Discoveries,5.0
Constant C,5.0
Construct 2 Free,3.7142857142857144
Construction Machines 2014,5.0
Construction Simulator 2015 Liebherr 150 EC-B,5.0
Construction Simulator 2015 Liebherr LB28,5.0
Construction Simulator 2015 Liebherr LR 1300,5.0
Construction Simulator 2015 Vertical Skyline,5.0
Construction-Simulator 2015,3.076923076923077
Contagion,3.0408163265306123
Containment The Zombie Puzzler,5.0
Contraption Maker,3.5
Contrast,5.0
Controller Companion,5.0
Convoy,3.5
"Cook, Serve, Delicious!",2.6363636363636362
Cooking Academy Fire and Knives,5.0
Copa Petrobras de Marcas,2.0625
Corona MotorSport,5.0
Corporate Lifestyle Simulator,5.0
Cortex Command,3.5
CortexGearAngryDroids,5.0
Cosmic DJ,5.0
Cosmic Osmo,5.0
Cosmo's Cosmic Adventure,5.0
Cosmonautica,3.0
Cosmonautica - Soundtrack,5.0
Cosmophony,5.0
Cossacks Art of War,4.0
Cossacks Back to War,1.75
Cossacks European Wars,3.5
Cossacks II Battle for Europe,2.75
Cossacks II Napoleonic Wars,2.4
Costume Quest,3.411764705882353
Costume Quest 2,5.0
Counter-Strike,2.2711267605633805
Counter-Strike Condition Zero,2.24
Counter-Strike Condition Zero Deleted Scenes,2.24468085106383
Counter-Strike Global Offensive,2.624546114742193
Counter-Strike Nexon Zombies,2.4239130434782608
Counter-Strike Nexon Zombies - Starter Pack,5.0
Counter-Strike Source,2.4195804195804196
Crab Cakes Rescue,5.0
Cradle,3.0
Craft The World,2.7333333333333334
Crash Time II,2.5714285714285716
Crawl,5.0
Crayon Chronicles,5.0
Crayon Physics Deluxe,3.6956521739130435
Crazy Cars - Hit the Road,5.0
Crazy Chicken Tales,5.0
Crazy Machines,4.0
Crazy Machines 1.5 Inventors Training Camp,5.0
Crazy Machines 1.5 New from the Lab,5.0
Crazy Machines 2,1.75
Crazy Machines 2 - Jewel Digger DLC,5.0
Crazy Machines 2 Fluid Add-On,5.0
Crazy Machines Elements,5.0
Crazy Machines Golden Gears,5.0
Crazy Plant Shop,3.5
Crazy Taxi,5.0
CreaVures,5.0
Creativerse,3.130434782608696
Creeper World 3 Arc Eternal,1.75
Cricket Captain 2014,3.5
Cricket Revolution,3.5
CrimeCraft GangWars,3.2
Crimsonland,3.5
Crimzon Clover  WORLD IGNITION,3.5
Critical Mass,5.0
Critter Crunch,5.0
CroNix,2.5555555555555554
Croixleur Sigma,5.0
Crookz - The Short Movie,5.0
CrossCode,5.0
Crossfire Europe,1.75
Crouching Pony Hidden Dragon,5.0
Crow - Hunter (Trapper Class),5.0
Crowntakers,5.0
Cruel Arena,5.0
Crusader Kings Complete,3.5
Crusader Kings II,2.3157894736842106
Crusader Kings II Hymns of Abraham,5.0
Crusader Kings II Military Orders Unit Pack,5.0
Crusader Kings II Sons of Abraham,5.0
Crusader Kings II Warriors of Faith Unit Pack,5.0
Crusaders Thy Kingdom Come,5.0
Crusaders of the Lost Idols,1.8571428571428572
Cry of Fear,2.489130434782609
Cryostasis,4.0
Crypt of the NecroDancer,2.5
Crypt of the NecroDancer Extended Soundtrack,5.0
Crypt of the NecroDancer Extras,5.0
Crypt of the Necrodancer Soundtrack,5.0
Crysis,2.963636363636364
Crysis 2,3.7142857142857144
Crysis 2 Maximum Edition,2.8764044943820224
Crysis Warhead,2.8260869565217392
Crysis Wars,2.3333333333333335
Crystal Caves,5.0
Crystal Rift,5.0
Crystals of Time,3.5
Cthulhu Saves the World ,2.875
Cube & Star An Arbitrary Love,5.0
CubeGun,3.0
Cubemen,3.5
Cubemen 2,3.5
Cubesis,5.0
Cubetractor,5.0
Cubic Castles,2.4482758620689653
Cubot,5.0
Cult of the Wind,5.0
Cultures - Northland,5.0
Curse The Eye of Isis,5.0
Curse of Mermos,2.75
Curse of the Assassin,5.0
Cyberpunk 3776,5.0
Cyto,5.0
D.I.P.R.I.P. Warm Up,1.8571428571428572
D.U.S.T.,5.0
D4 Dark Dreams Don't Die,5.0
DARK,3.5
DARK - Cult of the Dead DLC,5.0
DARK SOULS II,3.140845070422535
DARK SOULS II - Season Pass,5.0
DARK SOULS II Crown of the Old Iron King,5.0
DARK SOULS II Scholar of the First Sin,3.0303030303030303
DC Universe Online,2.512987012987013
DCS Black Shark,5.0
DCS World,2.5
DEFCON,3.0454545454545454
DETOUR,3.2
DLC Quest,3.0833333333333335
DOOM 3,2.7
DOOM 3 BFG Edition,2.0434782608695654
DOOM 3 Resurrection of Evil,1.8
DOOM II Hell on Earth,2.5555555555555554
DRAGON BALL XENOVERSE,3.15625
DRAGON QUEST HEROES Slime Weapons and Two Bonus Maps,5.0
DRAKERZ-Confrontation,5.0
DUNGEONS - Steam Special Edition,3.3333333333333335
DUNGEONS - The Dark Lord (Steam Special Edition),3.2
DYNASTY WARRIORS 8 Xtreme Legends Complete Edition,2.857142857142857
Daikatana,3.5
Damnation,5.0
Damnation City of Death,5.0
Damned,3.2
Dangerous High School Girls in Trouble!,5.0
Dangerous Waters,5.0
Danmaku Unlimited 2,5.0
Dark Ages,5.0
Dark Arcana The Carnival,3.5
Dark Echo,5.0
Dark Fall 1 The Journal,5.0
Dark Fall 2 Lights Out,5.0
Dark Fall Lost Souls,5.0
Dark Forester,5.0
Dark Matter,5.0
Dark Messiah of Might & Magic Multi-Player,2.1818181818181817
Dark Messiah of Might & Magic Single Player,3.1052631578947367
Dark Sector,5.0
Dark Souls Prepare to Die Edition,2.8727272727272726
Dark Void,5.0
Dark Void Zero,5.0
DarkBase 01,5.0
DarkEnd,5.0
DarkStar One,4.0
Darkest Dungeon,2.3783783783783785
Darkest Hour A Hearts of Iron Game,1.75
Darkest Hour Europe '44-'45,1.8
Darkout,5.0
Darksiders,3.021978021978022
Darksiders II,3.298507462686567
Darksiders II Deathinitive Edition,3.5
Darksiders II Soundtrack,5.0
Darksiders Soundtrack,5.0
Darkspore,2.8333333333333335
Darkstone,5.0
Darkwind War on Wheels,3.2
Darwinia,2.3333333333333335
Data Hacker Corruption,5.0
Data Hacker Initiation,5.0
Data Jammers FastForward,5.0
David.,5.0
Dawn of Discovery,3.5
Dawn of Discovery - Demo,5.0
Dawn of Discovery - Venice,3.5
Day One Garry's Incident,3.5
Day of Defeat,2.24468085106383
Day of Defeat Source,2.174698795180723
DayZ,2.630081300813008
Daylight,3.0
Dead Bits,3.5789473684210527
Dead Bits (Soundtrack),5.0
Dead Effect,2.2857142857142856
Dead Horde,3.5
Dead Island,2.967032967032967
Dead Island Epidemic,2.4803149606299213
Dead Island Riptide,2.830188679245283
Dead Mountaineer's Hotel,5.0
Dead Pixels,2.857142857142857
Dead Realm,3.2222222222222223
Dead Rising 2,3.5714285714285716
Dead Rising 2 Off the Record,3.5
Dead Rising 3,3.7142857142857144
Dead Rising 3 DLC1,5.0
Dead Rising 3 DLC2,5.0
Dead Rising 3 DLC3,5.0
Dead Rising 3 DLC4,5.0
Dead Space,2.6153846153846154
Dead Space 2,3.1481481481481484
Dead State,3.5
Dead or Alive 5 Last Round,5.0
DeadCore,3.5
Deadbreed,3.176470588235294
Deadbreed  Undertaker Beta Pack,5.0
Deadfall Adventures,4.0
Deadlight,2.8947368421052633
Deadlight Original Soundtrack,5.0
Deadlings - Rotten Edition,5.0
Deadly 30,3.0
Deadly Premonition The Director's Cut,3.5
Deadly Profits,5.0
Deadly Sin 2,5.0
Deadnaut,5.0
Deadpool,3.5384615384615383
Dear Esther,3.4193548387096775
Death Rally,4.0
Death Rally (Classic),5.0
Death Ray Manta,5.0
Death Skid Marks,5.0
Death Track Resurrection,5.0
Death to Spies,5.0
Death to Spies Moment of Truth,5.0
DeathSpank,4.25
DeathSpank Thongs Of Virtue,4.0
Deathmatch Classic,2.625
Deathtrap,3.5
Decay - The Mare,5.0
Deep Dungeons of Doom,5.0
Deep Eclipse,5.0
Deep Fritz 14 DLC,5.0
Deep Under the Sky,5.0
Deepworld,3.0
Defend Your Life,5.0
Defender's Quest Valley of the Forgotten,3.5
Defenders of Ardania,5.0
Defense Grid 2,2.5384615384615383
Defense Grid 2 A Matter of Endurance,3.5
Defense Grid Containment DLC,5.0
Defense Grid Resurgence Map Pack 1,5.0
Defense Grid Resurgence Map Pack 2 ,5.0
Defense Grid Resurgence Map Pack 3,5.0
Defense Grid Resurgence Map Pack 4,5.0
Defense Grid The Awakening,2.975609756097561
Defiance,2.5376344086021505
Defiance Arktech Revolution,5.0
Defy Gravity,3.1153846153846154
Deja Vu MacVenture Series,5.0
Delta Force 2,5.0
Delta Force Black Hawk Down,5.0
Delta Force Black Hawk Down - Team Sabre,5.0
Delve Deeper,3.5
Delver,4.0
Dementium II HD,3.0
Demigod,2.4545454545454546
Demise of Nations Rome,5.0
Democracy 2,3.0
Democracy 3,3.357142857142857
Democracy 3 Clones and Drones,5.0
Democracy 3 Extremism,5.0
Democracy 3 Extremism Linux,5.0
Democracy 3 Extremism Mac,5.0
Democracy 3 Social Engineering,5.0
Democracy 3 Social Engineering Linux,5.0
Democracy 3 Social Engineering Mac,5.0
"Demolition, Inc.",5.0
Demon Hunter Chronicles from Beyond,5.0
Demonicon,5.0
Deponia,3.3461538461538463
Deponia The Complete Journey,3.5
Depression Quest,3.5
Depth,2.814814814814815
Depth - S.T.E.V.E. Pack,5.0
Depth DEV,5.0
Depth Hunter 2 Deep Dive,5.0
Depth Hunter 2 Ocean Mysteries,5.0
Depths of Peril,5.0
Descent,3.0
Descent 2,3.5
Descent 3,5.0
Descent Underground,5.0
Desert Gunner,5.0
Desert Thunder,5.0
Desktop Dungeons,3.0
Desktop Dungeons Goatperson DLC,5.0
Desktop Dungeons Soundtrack,5.0
Despair,3.5
Desperados - Wanted Dead or Alive,3.5
Destination Sol,2.75
Destiny Warriors,5.0
Detective Case and Clown Bot in Murder in the Hotel Lisbon,5.0
Detective Grimoire,5.0
Dethroned!,4.0
Deus Ex Game of the Year Edition,2.5675675675675675
Deus Ex Human Revolution,2.9927536231884058
Deus Ex Human Revolution - Director's Cut,2.9444444444444446
Deus Ex Human Revolution - The Missing Link,3.1818181818181817
Deus Ex Invisible War,3.1
Deus Ex Revision,5.0
Deus Ex The Fall,3.5
Dev Guy,5.0
Devil May Cry 3 Special Edition,3.5
Devil May Cry 4,3.111111111111111
Devil May Cry 4 Special Edition,3.0
Devil's Bluff,5.0
Devil's Workshop pack,5.0
Devilian,3.1666666666666665
Devils & Demons,5.0
Devils Share,5.0
Dex,5.0
DiRT,3.5
DiRT 2,3.52
DiRT 3,2.7551020408163267
DiRT 3 Complete Edition,3.210526315789474
DiRT Rally,3.2777777777777777
DiRT Showdown,3.260869565217391
Diamond Dan,5.0
Diaper Dash,5.0
Diehard Dungeon,5.0
Dig or Die,4.0
DiggerOnline,2.676470588235294
Digital Combat Simulator A-10C Warthog,5.0
Diner Dash Hometown Hero,5.0
DinerTown Tycoon,5.0
Dinner Date,5.0
Dino D-Day,2.65625
Dinosaur Hunt Africa Contract,5.0
Dirty Bomb,2.4410256410256412
Disciples II Gallean's Return,2.4
Disciples II Rise of the Elves,3.0
Disciples III Reincarnation,1.75
Disciples III Renaissance,2.3333333333333335
Disciples III Resurrection,3.5
Disciples Sacred Lands Gold,5.0
Dishonored,3.1517241379310343
Dishonored (RU),2.611111111111111
Dismal Swamp DLC,5.0
Disney Infinity 2.0,5.0
Disney Infinity 3.0 Play Without Limits,4.142857142857143
DisplayFusion,3.0
Distance,1.8
Distant Star Revenant Fleet,5.0
Distant Worlds Universe,5.0
District 187,4.0
Dive to the Titanic,5.0
Divekick,2.3333333333333335
Divine Divinity,3.0
Divine Souls,2.6153846153846154
Divinity Dragon Commander,3.25
Divinity Dragon Commander Beta,5.0
Divinity II - Ego Draconis,3.5
Divinity II - The Dragon Knight Saga,3.5
Divinity II Developer's Cut,2.0833333333333335
Divinity Original Sin,3.014925373134328
Divinity Original Sin Enhanced Edition,2.7857142857142856
Dizzel,2.433333333333333
DmC Devil May Cry,2.9767441860465116
Doc Clock The Toasted Sandwich of Time,3.0
Doctor Who The Eternity Clock,3.5
Dodge,5.0
DogFighter,3.7142857142857144
Dogfight 1942,3.0
Dogfight 1942 Fire over Africa,5.0
Dogfight 1942 Russia under Siege,5.0
Dogs of War Online - Beta,3.5
Dollar Dash,5.0
Dollar Dash DLC1 More Ways to Win,5.0
Dollar Dash DLC2 Robbers Tool-Kit,5.0
Dominions 4,3.5
Dominique Pamplemousse,5.0
Don Bradman Cricket 14,5.0
Don't Starve,2.3503184713375798
Don't Starve Reign of Giants,5.0
Don't Starve Shipwrecked,5.0
Don't Starve Together Beta,2.6333333333333333
Doodle God,5.0
Doom & Destiny,5.0
Door Kickers,3.076923076923077
Door Kickers Soundtrack,5.0
Doorways Holy Mountains of Flesh,5.0
Doorways Prelude,4.0
Doorways The Underworld,4.0
Dota 2,2.287750464780004
Dota 2 - Short Film Contest,5.0
Dota 2 - The International 2015 - Player Profiles,5.0
Double Action Boogaloo,2.4
Double Dragon Neon,3.2857142857142856
Double Dragon Trilogy,5.0
Down To One,5.0
Downwell,3.5
"Dr. Langeskov, The Tiger, and The Terribly Cursed Emerald A Whirlwind Heist",5.0
Dr.Green,5.0
Draconian Wars,5.0
Dracula 2 The Last Sanctuary,5.0
Dracula 3 The Path of the Dragon,5.0
Dracula 4 and  5 - Special Steam Edition,5.0
Dracula Love Kills,5.0
Dracula Origin,5.0
Dracula The Resurrection,5.0
Dracula's Legacy,4.0
Dragomon Hunter,2.4545454545454546
Dragomon Hunter - Welcome Gift,5.0
Dragon Age II,4.4
Dragon Age Origins,2.774193548387097
Dragon Age Origins - Awakening,5.0
Dragon Age Origins - Ultimate Edition,2.440677966101695
Dragon Age Origins Character Creator,2.625
Dragon Nest,2.3846153846153846
Dragon Nest Europe,2.05
Dragon Quest Heroes,3.5
Dragon The Game,5.0
Dragon's Lair,3.5
Dragon's Lair 2 Time Warp,5.0
Dragon's Prophet,2.3333333333333335
Dragon's Prophet (EU),1.75
Dragon's Prophet Free Starter Pack,5.0
Dragons and Titans,2.5
Drakensang,3.5
Drakensang The River of Time,5.0
Draw a Stickman EPIC,3.5
Drawn The Painted Tower,5.0
Dream,3.5
Dream Chronicles The Chosen Child,5.0
Dream Of Mirror Online,3.0
Dream Pinball 3D,5.0
Dream Tale,5.0
Dreamfall Chapters,2.4
Dreamfall The Longest Journey,3.5
Dreaming Sarah,5.0
Dreaming Sarah OST,5.0
Driftmoon,5.0
Drive Any Track,5.0
Drive to Hell,5.0
Driver Booster 3 for STEAM,5.0
Driver San Francisco,2.4444444444444446
Driving School Simulator,5.0
Droid Assault,3.5
Droplitz,3.5
Drunken Robot Pornography,5.0
Ducati World Championship,5.0
Duck Dynasty,5.0
Duck Game,3.2857142857142856
DuckTales Remastered,3.2
Duke Nukem,5.0
Duke Nukem 2,5.0
Duke Nukem 3D,5.0
Duke Nukem 3D Megaton Edition,2.6875
Duke Nukem Forever,3.7
Duke Nukem Forever ,3.5
Duke Nukem Manhattan Project,5.0
Dungeon Crawlers HD,5.0
Dungeon Defenders,2.5135135135135136
Dungeon Defenders Eternity,2.888888888888889
Dungeon Defenders II,2.9529411764705884
Dungeon Fighter Online,5.0
Dungeon Hearts,3.0
Dungeon Nightmares II  The Memory,5.0
Dungeon Party,5.0
Dungeon Siege,3.0
Dungeon Siege 2,1.8
Dungeon Siege III,2.4516129032258065
Dungeon Souls,3.5
Dungeon of Elements,5.0
Dungeon of the Endless,3.5
Dungeonbowl Knockout Edition,5.0
Dungeonland,3.074074074074074
Dungeonland - All access pass,5.0
Dungeons & Dragons Chronicles of Mystara,2.4
Dungeons & Dragons Daggerdale,4.0
Dungeons & Dragons Online,2.823529411764706
Dungeons 2,3.5
Dungeons The Eye of Draconus,5.0
Dungeons of Dredmor,2.6153846153846154
Duskers,5.0
Dust An Elysian Tail,2.6956521739130435
Dustforce,2.466666666666667
Dustoff Heli Rescue,5.0
Dwarfs F2P,3.5
Dwarfs!?,4.4
Dyad,5.0
Dying Light,3.375
Dynamite Jack,3.5
Dynasty Warriors 8 - Empires,5.0
Dynomite! Deluxe,5.0
Dysan the Shapeshifter,5.0
Dysfunctional Systems Learning to Manage Chaos,5.0
Dystopia,5.0
E.Y.E Divine Cybermancy,3.0416666666666665
EDGE,2.6666666666666665
ENKI,5.0
ENSLAVED Odyssey to the West Premium Edition,1.8333333333333333
EVE Online,2.5714285714285716
EVGA PrecisionX 16,1.8
Eador. Masters of the Broken World,2.3333333333333335
Earth 2140 HD,5.0
Earth 2150 Lost Souls,5.0
Earth 2150 The Moon Project,5.0
Earth 2150 Trilogy,3.5
Earth 2160,2.5
Earth Defense Force Insect Armageddon,3.0
East India Company,5.0
East India Company Gold,1.8
East India Company Pirate Bay,5.0
East India Company Privateer,5.0
Eastside Hockey Manager,5.0
EasyAntiCheat eSports,2.625
Eaten Alive,5.0
Echelon,5.0
Echo of Soul,2.5652173913043477
Echo of the Wilds,5.0
Echoes+,2.625
Eden Star  Destroy - Build - Protect,4.0
Edge of Space,2.3333333333333335
Edna & Harvey Harvey's New Eyes,4.0
Edna & Harvey The Breakout,3.5
Eets,3.8
Eets Munchies,1.9
Eidolon,5.0
Eldevin,2.142857142857143
Eldritch,1.75
Electric Highways,5.0
Electronic Super Joy,3.125
Electronic Super Joy Bonus Content,5.0
Electronic Super Joy Groove City,5.0
Elegy For A Dead World,5.0
Element4l,3.0
Elemental Fallen Enchantress Map Pack,5.0
Elementary My Dear Majesty!,5.0
Elements Soul of Fire,5.0
Eleusis,5.0
Elite Dangerous,2.878787878787879
Elite Dangerous Horizons,5.0
Else Heart.Break(),5.0
Elsword,2.3214285714285716
Elven Legacy,4.0
Elven Legacy Magic,5.0
Elven Legacy Ranger,5.0
Elven Legacy Siege,5.0
Emergency 2012,5.0
Emergency 2013,3.5
Emergency 2014,3.5
Emergency 5 - Deluxe Edition,5.0
Emet - Hunter (Medic Class),5.0
Emily is Away,3.9166666666666665
Empire TV Tycoon,5.0
Empire Total War,2.7009345794392523
Empires,1.8
Empires Dawn of the Modern World,5.0
Empyrion - Galactic Survival,2.2857142857142856
Enclave,2.8
Endless Legend,2.763157894736842
Endless Sky,2.1538461538461537
Endless Sky - High DPI,5.0
Endless Space,3.0588235294117645
Enemy Front,3.2
Enemy Mind,4.25
Enemy Territory Quake Wars,5.0
Enforcer Police Crime Action,3.0
English Country Tune,3.5
Enigmatis 2 The Mists of Ravenwood,5.0
Enigmatis The Ghosts of Maple Creek,3.5
Entropy,5.0
Environmental Station Alpha,5.0
Epic Arena,1.75
Epic Battle Fantasy 4,3.5
Epic Battle Fantasy 4 - Soundtrack,5.0
Epic Cards Battle(TCG),5.0
Epigenesis,3.2
Eradicator,5.0
Eron,5.0
Eryi's Action,5.0
Escape,3.5
Escape Dead Island,5.0
Escape Goat,3.0
Escape Goat 2,5.0
Escape Machines,5.0
Escape Rosecliff Island,3.5
Eschalon Book 1,5.0
Eschalon Book 2,5.0
Esenthel Engine,5.0
Estranged Act I,2.6666666666666665
Eternal Fate,4.25
Eternal Senia,2.857142857142857
Eternal Silence,3.2
Ethan Meteor Hunter,3.5
Ethan Meteor Hunter Deluxe Content,5.0
Ether One,4.0
Ether One Deluxe Edition Upgrade,5.0
Ether One Redux,5.0
Ether Vapor Remaster,5.0
Etherium,5.0
Etherlords,5.0
Etherlords II,5.0
Eufloria,2.5833333333333335
Eufloria HD,3.5
Eufloria HD Original Soundtrack,5.0
Euro Fishing,3.5
Euro Truck Simulator,3.125
Euro Truck Simulator 2,2.690058479532164
Euro Truck Simulator 2 - Going East!,5.0
Euro Truck Simulator 2 - Ice Cold Paint Jobs Pack,5.0
Eurofighter Typhoon,5.0
Europa Universalis III,2.0625
Europa Universalis III Divine Wind,5.0
Europa Universalis III Heir to the Throne,5.0
Europa Universalis IV,2.72
Europa Universalis IV American Dream DLC,5.0
Europa Universalis IV Conquest of Paradise,5.0
Europa Universalis IV Conquistadors Unit pack ,5.0
Europa Universalis IV National Monuments II,5.0
Europa Universalis IV Songs of the New World,5.0
Europa Universalis IVNative Americans Unit Pack,5.0
Europa Universalis Rome - Gold Edition,3.0
Europa Universalis Rome - Vae Victis,5.0
European Ship Simulator,5.0
EverQuest Free-to-Play,3.5
EverQuest II,2.625
EverQuest II Rise of Kunark,5.0
EverQuest II The Shadow Odyssey,5.0
EverQuest Secrets of Faydwer,5.0
EverQuest Seeds of Destruction,5.0
Everlasting Summer,2.6315789473684212
Everlasting Summer DLC One pioneer's story,5.0
Everyday Genius SquareLogic,5.0
Evil Genius,3.5
EvilQuest,5.0
Evochron Mercenary,3.2
Evoland,3.2777777777777777
Evolution RTS,3.0
Evolve,2.735294117647059
Evolve - Behemoth,5.0
Evolve - Gorgon,5.0
Executive Assault,5.0
Expeditions Conquistador,3.5
Explodemon,5.0
F.E.A.R.,3.2083333333333335
F.E.A.R. 2 Project Origin,2.973684210526316
F.E.A.R. 3,2.8867924528301887
F.E.A.R. Extraction Point,2.6
F.E.A.R. Online,2.925925925925926
F.E.A.R. Perseus Mandate,4.142857142857143
F1 2010,3.5
F1 2011,2.4
F1 2012,2.526315789473684
F1 2013,2.6666666666666665
F1 2014,3.125
F1 2015,2.3333333333333335
F1 Race Stars,3.5
FATE,5.0
FATE The Traitor Soul,5.0
FATE Undiscovered Realms,5.0
FEZ,2.5961538461538463
FIFA Manager 09,5.0
FIFA Manager 10,5.0
FIFA Manager 11,5.0
FINAL FANTASY III,2.3333333333333335
FINAL FANTASY IV,5.0
FINAL FANTASY IV THE AFTER YEARS,5.0
FINAL FANTASY TYPE-0 HD,3.5
FINAL FANTASY V,5.0
FINAL FANTASY VII,2.619047619047619
FINAL FANTASY VIII,2.0689655172413794
FINAL FANTASY XI,3.5
FINAL FANTASY XI Ultimate Collection - Abyssea Edition,5.0
FINAL FANTASY XIII,2.8636363636363638
FINAL FANTASY XIII-2,2.5
FINAL FANTASY XIV A Realm Reborn,2.227272727272727
FINAL FANTASY XIV A Realm Reborn (NA version),5.0
FINAL FANTASY XIV A Realm Reborn (PAL version),5.0
FINAL FANTASY XIV A Realm Reborn CE (NA version),5.0
FINAL FANTASY XIV Heavensward,5.0
FIREFIGHT RELOADED,5.0
FIST OF AWESOME,5.0
FLOCK!,5.0
FLY'N,5.0
FLYING TIGERS SHADOWS OVER CHINA,5.0
FORCED,3.6666666666666665
FORCED Original Soundtrack,5.0
FOTONICA,3.5
FRACT OSC,5.0
FRONTIERS,5.0
FTL Faster Than Light,2.9682539682539684
FUEL,3.2
FX Football - The Manager for Every Football Fan,4.0
FX Football 3D Match,5.0
Fable - The Lost Chapters,3.111111111111111
Fable Anniversary,3.411764705882353
Fable III,3.3529411764705883
Fabula Mortis,5.0
Face It - A game to fight inner demons,5.0
Face Noir,5.0
Face of Mankind,3.2857142857142856
FaceRig,3.6153846153846154
FaceRig Pro Upgrade,5.0
FaceRig Team Fortress 2 Avatars DLC,5.0
Faces of War,3.5
Fading Hearts,3.5
FaeVerse Alchemy,5.0
Faerie Solitaire,3.2
Faery - Legends of Avalon,5.0
Fahrenheit Indigo Prophecy Remastered,3.0
Fair Strike,5.0
Fairy Bloom Freesia,3.5
Fairy Bloom Freesia - Original Soundtrack,5.0
Fairy Fencer F,4.25
Fairy Tale Mysteries The Puppet Thief Collector's Edition,5.0
Fake Colours,5.0
Fall of the New Age Premium Edition,5.0
Fallen Earth,2.0833333333333335
Fallen Enchantress,2.75
Fallen Enchantress Legendary Heroes,3.090909090909091
Fallen Enchantress Legendary Heroes - Battlegrounds DLC,5.0
Fallen Enchantress Legendary Heroes - The Dead World,5.0
Fallen Enchantress Legendary Heroes Leader Pack,5.0
Fallen Enchantress Legendary Heroes Loot Pack,5.0
Fallen Enchantress Legendary Heroes Map Pack,5.0
Fallen Enchantress Legendary Heroes Quest Pack,5.0
Fallout,2.3461538461538463
Fallout 2,2.5454545454545454
